YearWeek,pro_R,pro_D,era,arms_race_index,ari_rolling,Cycle
2018-38,-394.03,140.6384,post_CU,-2.8017241379310347,-0.7342484684430856,2020
2018-39,-282.4892,1560.3587999999997,post_CU,-0.18104118104118105,-0.7429847100756206,2020
2018-40,181975.17799999999,3948.7867999999994,post_CU,0.021699590259502313,-0.7955167374284835,2020
2018-41,124438.3112,1020.8408,post_CU,0.008203589313899336,-0.7382155348497034,2020
2018-42,134759.4724,426.7648,post_CU,0.0031668630961484826,-0.03699278459290762,2020
2018-43,290265.53359999997,3290.4535999999994,post_CU,0.011336012096201558,0.011101513691438034,2020
2018-44,198494.128,1106.9212,post_CU,0.005576594185194234,0.007070764672861014,2020
2018-45,115226.49599999998,533.456,post_CU,0.00462962962962963,0.006177274751793587,2020
2018-46,39775.2068,139552.08959999998,post_CU,0.28502050319710875,0.07664068477703366,2020
2018-47,55363.033599999995,40031.023199999996,post_CU,0.7230641205325858,0.25457271188612973,2020
2018-48,64785.806399999994,29655.303999999996,post_CU,0.4577438431020286,0.36761452411533835,2020
2018-49,58202.4744,23444.178799999998,post_CU,0.40280381618964295,0.46715807075534166,2020
2018-50,86526.56319999999,3725.7052,post_CU,0.043058513619549384,0.40666757336095183,2020
2018-51,139917.022,11886.369599999998,post_CU,0.08495299163814392,0.24713979113734133,2020
2018-52,113552.17159999999,779.5731999999999,post_CU,0.0068653306142495655,0.13442016301539658,2020
2018-53,18333.9128,1515.4999999999998,post_CU,0.08266102367411718,0.054384464886515126,2020
2019-00,995762.306,760228.1455999999,post_CU,0.7634634701667448,0.23448570402331398,2020
2019-01,1092369.9752,2018564.7691999997,post_CU,0.5411617164174175,0.34853788521813234,2020
2019-02,1319500.9912,1269113.6472,post_CU,0.9618133337253684,0.587274885995912,2020
2019-03,586983.46,2021487.8655999997,post_CU,0.2903719928221171,0.6392026282829121,2020
2019-04,1734505.5111999998,3776406.5555999996,post_CU,0.45930052436433705,0.5631618918323101,2020
2019-05,1290787.722,2159680.8548,post_CU,0.5976752162853873,0.5772902667993025,2020
2019-06,1575879.9447999997,2338468.6331999996,post_CU,0.673893984476302,0.505310429487036,2020
2019-07,1547036.9488,2332532.7227999996,post_CU,0.66324340648174,0.5985282829019417,2020
2019-08,2324507.8471999997,6712755.7,post_CU,0.3462822052648214,0.5702737031270628,2020
2019-09,1398153.0163999998,3099189.0132,post_CU,0.451135122912806,0.5336386797839174,2020
